nombre_normalizado,ids_involucrados,identidad_canonica_propuesta,nombre_muestra,clasificacion,evidencia_a_favor,conflictos,participaciones_por_id,cantidad_ids,nota
lucien lebaillif,46528;255999,46528,Lucien Lebaillif,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46528:4;255999:1,2,No se aplica merge; requiere revisión.
david leblanc,46529;256031;256032,46529,David Leblanc,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46529:6;256031:1;256032:1,3,No se aplica merge; requiere revisión.
maurice lusien,46536;261627,46536,Maurice Lusien,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46536:4;261627:1,2,No se aplica merge; requiere revisión.
francis luyce,46537;261692;261693;261694,46537,Francis Luyce,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46537:9;261692:1;261693:1;261694:1,4,No se aplica merge; requiere revisión.
christophe marchand,46538;264109;264110,46538,Christophe Marchand,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46538:6;264109:1;264110:1,3,No se aplica merge; requiere revisión.
xavier marchand,46539;264114,46539,Xavier Marchand,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46539:4;264114:1,2,No se aplica merge; requiere revisión.
roger philippe menu,46545;268505;268506,46545,Roger-Philippe Menu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46545:6;268505:1;268506:1,3,No se aplica merge; requiere revisión.
guy montserret,46549;271587,46549,Guy Montserret,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46549:5;271587:1,2,No se aplica merge; requiere revisión.
alain mosconi,46551;272593;272594;272595;272596;272597,46551,Alain Mosconi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46551:7;272593:1;272594:1;272595:1;272596:1;272597:1,6,No se aplica merge; requiere revisión.
raymond mulinghausen,46552;273219;273220;273221,46552,Raymond Mulinghausen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46552:8;273219:1;273220:1;273221:1,4,No se aplica merge; requiere revisión.
laurent neuville,46555;275678;275679,46555,Laurent Neuville,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46555:6;275678:1;275679:1,3,No se aplica merge; requiere revisión.
thierry pata,46560;282380,46560,Thierry Pata,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46560:4;282380:1,2,No se aplica merge; requiere revisión.
dominique petit,46565;284593,46565,Dominique Petit,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46565:4;284593:1,2,No se aplica merge; requiere revisión.
christian pire,46568;285958,46568,Christian Pire,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46568:4;285958:1,2,No se aplica merge; requiere revisión.
lionel poirot,46570;286580,46570,Lionel Poirot,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46570:4;286580:1,2,No se aplica merge; requiere revisión.
jean pommat,46571;286852,46571,Jean Pommat,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46571:6;286852:1,2,No se aplica merge; requiere revisión.
michel pou,46572;287423,46572,Michel Pou,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46572:4;287423:1,2,No se aplica merge; requiere revisión.
georges pouilley,46573;287425,46573,Georges Pouilley,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46573:4;287425:1,2,No se aplica merge; requiere revisión.
georges rigal,46580;291836;291837,46580,Georges Rigal,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46580:9;291836:1;291837:1,3,No se aplica merge; requiere revisión.
xavier savin,46585;297952;297953,46585,Xavier Savin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46585:6;297952:1;297953:1,3,No se aplica merge; requiere revisión.
franck schott,46587;299112;299113;299114;299115;299116;299117,46587,Franck Schott,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46587:14;299112:1;299113:1;299114:1;299115:1;299116:1;299117:1,7,No se aplica merge; requiere revisión.
christian talli,46590;310242,46590,Christian Talli,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46590:4;310242:1,2,No se aplica merge; requiere revisión.
jean taris,46592;310739;310740;310741;310742;310743,46592,Jean Taris,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46592:8;310739:1;310740:1;310741:1;310742:1;310743:1,6,No se aplica merge; requiere revisión.
albert vandeplancke,46598;318497;318498,46598,Albert Vandeplancke,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46598:6;318497:1;318498:1,3,No se aplica merge; requiere revisión.
gilles vigne,46601;320058,46601,Gilles Vigne,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46601:5;320058:1,2,No se aplica merge; requiere revisión.
lucien zins,46607;329086,46607,Lucien Zins,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46607:4;329086:1,2,No se aplica merge; requiere revisión.
jane alexander,46611;186073,46611,Jane Alexander,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46611:5;186073:2,2,No se aplica merge; requiere revisión.
lesley allardice,46612;186348;186349;186350,46612,Lesley Allardice,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46612:9;186348:2;186349:2;186350:2,4,No se aplica merge; requiere revisión.
hayley allen,46613;186366,46613,Hayley Allen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46613:4;186366:2,2,No se aplica merge; requiere revisión.
elizabeth arnold,46616;189221,46616,Elizabeth Arnold,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46616:4;189221:2,2,No se aplica merge; requiere revisión.
diana ashton,46617;189628,46617,Diana Ashton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46617:4;189628:2,2,No se aplica merge; requiere revisión.
tracey atkin,46618;189878,46618,Tracey Atkin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46618:4;189878:2,2,No se aplica merge; requiere revisión.
joanne atkinson,46619;189900,46619,Joanne Atkinson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46619:5;189900:2,2,No se aplica merge; requiere revisión.
margaret auton,46620;190134;190135,46620,Margaret Auton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46620:5;190134:2;190135:2,3,No se aplica merge; requiere revisión.
susan barnard,46623;192320,46623,Susan Barnard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46623:5;192320:2,2,No se aplica merge; requiere revisión.
joy beasley,46625;193480;193481;193482,46625,Joy Beasley,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46625:8;193480:1;193481:1;193482:1,4,No se aplica merge; requiere revisión.
naomi bishop,46631;196454,46631,Naomi Bishop,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46631:4;196454:1,2,No se aplica merge; requiere revisión.
jean botham,46632;198727,46632,Jean Botham,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46632:3;198727:1,2,No se aplica merge; requiere revisión.
ann bradshaw,46635;199434;199435,46635,Ann Bradshaw,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46635:6;199434:1;199435:1,3,No se aplica merge; requiere revisión.
wendy burrell,46640;201838;201839,46640,Wendy Burrell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46640:6;201838:1;201839:1,3,No se aplica merge; requiere revisión.
madeleine campbell,46641;202940,46641,Madeleine Campbell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46641:4;202940:1,2,No se aplica merge; requiere revisión.
joanna coull,46651;209111,46651,Joanna Coull,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46651:4;209111:1,2,No se aplica merge; requiere revisión.
annabelle cripps,46653;209482;209483;209484;209485;209486;209487,46653,Annabelle Cripps,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46653:14;209482:1;209483:1;209484:1;209485:1;209486:1;209487:1,7,No se aplica merge; requiere revisión.
june croft,46654;209561;209562;209563;209564;209565;209566;209567;209568;209569;209570;209571;209572,46654,June Croft,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46654:26;209561:1;209562:1;209563:1;209564:1;209565:1;209566:1;209567:1;209568:1;209569:1;209570:1;209571:1;209572:1,13,No se aplica merge; requiere revisión.
joanne deakins,46660;213497;213498;213499,46660,Joanne Deakins,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46660:8;213497:1;213498:1;213499:1,4,No se aplica merge; requiere revisión.
alison drake,46663;216996,46663,Alison Drake,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46663:3;216996:1,2,No se aplica merge; requiere revisión.
susan edmondson,46665;218494;218495;218496;218497;218498;218499;218500,46665,Susan Edmondson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46665:16;218494:1;218495:1;218496:1;218497:1;218498:1;218499:1;218500:1,8,No se aplica merge; requiere revisión.
margaret edwards,46666;201888;201889;201890,46666,Margaret Edwards,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46666:3;201888:1;201889:1;201890:1,4,No se aplica merge; requiere revisión.
fearne ewart,46669;220753,46669,Fearne Ewart,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46669:4;220753:1,2,No se aplica merge; requiere revisión.
samantha foggo,46673;223571,46673,Samantha Foggo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46673:4;223571:1,2,No se aplica merge; requiere revisión.
caroline foot,46674;223739;223740;223741,46674,Caroline Foot,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46674:8;223739:1;223740:1;223741:1,4,No se aplica merge; requiere revisión.
lindsey fraser,46677;224533,46677,Lindsey Fraser,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46677:4;224533:1,2,No se aplica merge; requiere revisión.
ruth gilfillan,46683;228288,46683,Ruth Gilfillan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46683:4;228288:1,2,No se aplica merge; requiere revisión.
margaret girvan,46684;228584,46684,Margaret Girvan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46684:5;228584:1,2,No se aplica merge; requiere revisión.
lian goodwin,46686;229900,46686,Lian Goodwin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46686:4;229900:1,2,No se aplica merge; requiere revisión.
christine gosden,46689;230084,46689,Christine Gosden,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46689:4;230084:1,2,No se aplica merge; requiere revisión.
elaine gray,46691;230635,46691,Elaine Gray,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46691:5;230635:1,2,No se aplica merge; requiere revisión.
june green,46692;230758,46692,June Green,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46692:4;230758:1,2,No se aplica merge; requiere revisión.
dorothy harrison,46704;234521;234522;234523;234524,46704,Dorothy Harrison,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46704:10;234521:1;234522:1;234523:1;234524:1,5,No se aplica merge; requiere revisión.
jean hill,46708;237026;237027,46708,Jean Hill,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46708:6;237026:1;237027:1,3,No se aplica merge; requiere revisión.
margery hinton,46709;237185;237186,46709,Margery Hinton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46709:8;237185:1;237186:1,3,No se aplica merge; requiere revisión.
frances hogben,46710;237677,46710,Frances Hogben,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46710:4;237677:1,2,No se aplica merge; requiere revisión.
caroline holmyard,46711;237990,46711,Caroline Holmyard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46711:4;237990:1,2,No se aplica merge; requiere revisión.
claire huddart,46714;239194,46714,Claire Huddart,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46714:4;239194:1,2,No se aplica merge; requiere revisión.
helen jameson,46720;241833;241834,46720,Helen Jameson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46720:6;241833:1;241834:1,3,No se aplica merge; requiere revisión.
jean jeavons,46724;242479;242480,46724,Jean Jeavons,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46724:6;242479:1;242480:1,3,No se aplica merge; requiere revisión.
fiona kellock,46730;246706,46730,Fiona Kellock,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46730:4;246706:1,2,No se aplica merge; requiere revisión.
jaime king,46733;248689;248690;248691;248692,46733,Jaime King,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46733:10;248689:1;248690:1;248691:1;248692:1,5,No se aplica merge; requiere revisión.
sylvia lewis,46740;257907;257908,46740,Sylvia Lewis,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46740:4;257907:1;257908:1,3,No se aplica merge; requiere revisión.
zara long,46745;260176,46745,Zara Long,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46745:4;260176:1,2,No se aplica merge; requiere revisión.
stella mitchell,46755;270433,46755,Stella Mitchell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46755:4;270433:1,2,No se aplica merge; requiere revisión.
jean oldroyd,46770;278801,46770,Jean Oldroyd,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46770:4;278801:1,2,No se aplica merge; requiere revisión.
ann osgerby,46771;280083;280084;280085;280086,46771,Ann Osgerby,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46771:11;280083:1;280084:1;280085:1;280086:1,5,No se aplica merge; requiere revisión.
janet osgerby,46772;280087,46772,Janet Osgerby,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46772:4;280087:1,2,No se aplica merge; requiere revisión.
karen pickering,46775;285381;285382;285383;285384;285385;285386;285387;285388;285389;285390;285391;285392;285393;285394;285395,46775,Karen Pickering,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46775:32;285381:1;285382:1;285383:1;285384:1;285385:1;285386:1;285387:1;285388:1;285389:1;285390:1;285391:1;285392:1;285393:1;285394:1;285395:1,16,No se aplica merge; requiere revisión.
samantha purvis,46777;288539;288540,46777,Samantha Purvis,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46777:6;288539:1;288540:1,3,No se aplica merge; requiere revisión.
charlotte radcliffe,46778;289083,46778,Charlotte Radcliffe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46778:4;289083:1,2,No se aplica merge; requiere revisión.
shelagh ratcliffe,46781;290169;290170;290171;290172,46781,Shelagh Ratcliffe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46781:10;290169:1;290170:1;290171:1;290172:1,5,No se aplica merge; requiere revisión.
carolyn roscoe,46785;294056;294057,46785,Carolyn Roscoe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46785:6;294056:1;294057:1,3,No se aplica merge; requiere revisión.
beverley rose,46786;294061,46786,Beverley Rose,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46786:4;294061:1,2,No se aplica merge; requiere revisión.
kerry shacklock,46793;300631,46793,Kerry Shacklock,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46793:4;300631:1,2,No se aplica merge; requiere revisión.
nicola shearn,46794;301059,46794,Nicola Shearn,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46794:4;301059:1,2,No se aplica merge; requiere revisión.
alison sheppard,46795;301197;301198;301199;301200;301201;301202;301203,46795,Alison Sheppard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46795:16;301197:1;301198:1;301199:1;301200:1;301201:1;301202:1;301203:1,8,No se aplica merge; requiere revisión.
pauline sillett,46796;302001,46796,Pauline Sillett,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46796:4;302001:1,2,No se aplica merge; requiere revisión.
helen slatter,46799;303579;303580;303581;303582;303583,46799,Helen Slatter,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46799:12;303579:1;303580:1;303581:1;303582:1;303583:1,6,No se aplica merge; requiere revisión.
natalie steward,46805;307004;307005;307006,46805,Natalie Steward,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46805:8;307004:1;307005:1;307006:1,4,No se aplica merge; requiere revisión.
gillian treers,46811;314399,46811,Gillian Treers,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46811:4;314399:1,2,No se aplica merge; requiere revisión.
laila vakil,46812;316524,46812,Laila Vakil,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46812:4;316524:1,2,No se aplica merge; requiere revisión.
lesley ward,46816;322361;322362,46816,Lesley Ward,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46816:6;322361:1;322362:1,3,No se aplica merge; requiere revisión.
sheila watt,46817;322646,46817,Sheila Watt,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46817:4;322646:1,2,No se aplica merge; requiere revisión.
catherine white,46820;323791,46820,Catherine White,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46820:5;323791:1,2,No se aplica merge; requiere revisión.
avis willington,46827;324722,46827,Avis Willington,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46827:4;324722:1,2,No se aplica merge; requiere revisión.
gary abraham,46836;183924;183925;183926;183927,46836,Gary Abraham,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46836:11;183924:2;183925:2;183926:2;183927:2,5,No se aplica merge; requiere revisión.
stephen akers,46837;185183;185184,46837,Stephen Akers,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46837:7;185183:2;185184:2,3,No se aplica merge; requiere revisión.
harold annison,46840;188260;188261;188262;188263;188264;188265;188266,46840,Harold Annison,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46840:18;188260:2;188261:2;188262:2;188263:2;188264:2;188265:2;188266:2,8,No se aplica merge; requiere revisión.
michael bailey,46845;191095,46845,Michael Bailey,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46845:5;191095:2,2,No se aplica merge; requiere revisión.
gary binfield,46853;196283,46853,Gary Binfield,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46853:4;196283:1,2,No se aplica merge; requiere revisión.
ian black,46854;196620;196621,46854,Ian Black,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46854:7;196620:1;196621:1,3,No se aplica merge; requiere revisión.
kevin boyd,46859;199249;199250,46859,Kevin Boyd,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46859:6;199249:1;199250:1,3,No se aplica merge; requiere revisión.
brian brinkley,46862;200122;200123;200124;200125;200126;200127;200128;200129;200130,46862,Brian Brinkley,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46862:21;200122:1;200123:1;200124:1;200125:1;200126:1;200127:1;200128:1;200129:1;200130:1,10,No se aplica merge; requiere revisión.
martyn brown,46866;200578,46866,Martyn Brown,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46866:4;200578:1,2,No se aplica merge; requiere revisión.
bill burgess,46868;61055,46868,Bill Burgess,CONFLICT,nombre_auxiliar_comun,DOB_distinto,46868:6;61055:1,2,No se aplica merge; requiere revisión.
kevin burns,46870;201808,46870,Kevin Burns,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46870:4;201808:1,2,No se aplica merge; requiere revisión.
richard burrell,46872;201836,46872,Richard Burrell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46872:4;201836:1,2,No se aplica merge; requiere revisión.
iain campbell,46874;202925,46874,Iain Campbell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46874:4;202925:1,2,No se aplica merge; requiere revisión.
richard campion,46875;202988;202989,46875,Richard Campion,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46875:6;202988:1;202989:1,3,No se aplica merge; requiere revisión.
john candler,46876;203126,46876,John Candler,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46876:4;203126:1,2,No se aplica merge; requiere revisión.
harold clarke,46881;207302;207303,46881,Harold Clarke,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46881:6;207302:1;207303:1,3,No se aplica merge; requiere revisión.
stanley clarke,46882;207334,46882,Stanley Clarke,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46882:4;207334:1,2,No se aplica merge; requiere revisión.
andrew clayton,46883;207413;207414,46883,Andrew Clayton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,46883:6;207413:1;207414:1,3,No se aplica merge; requiere revisión.
