id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,clasificacion,razon,event_aliases_used,id_atleta_canonico_propuesto
391,Yao Yawen,326698,Yao Yawen,fuente1 | fuente2 | fuente3,fuente3,fuente1:391 | fuente2:132630 | fuente3:265045,fuente3:265046,"[""1988 Summer | CHN | China | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
392,Duoji Qiuyun,217791,Duoji Qiuyun,fuente1 | fuente2 | fuente3,fuente3,fuente1:392 | fuente2:30719 | fuente3:59980,fuente3:59981,"[""1988 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
395,Hao Wei,234199,Hao Wei,fuente1 | fuente2 | fuente3,fuente3,fuente1:395 | fuente2:45880 | fuente3:90564,fuente3:90565,"[""1992 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
396,Liang Qiang,258350,Liang Qiang,fuente1 | fuente2 | fuente3,fuente3,fuente1:396 | fuente2:69617 | fuente3:138591,fuente3:138592,"[""1992 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
397,Liang Qiuzhong,258352,Liang Qiuzhong,fuente1 | fuente2 | fuente3,fuente3,fuente1:397 | fuente2:69619 | fuente3:138595,fuente3:138596,"[""1988 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
398,Luo Hengyu,261537,Luo Hengyu,fuente1 | fuente2 | fuente3,fuente3,fuente1:398 | fuente2:72387 | fuente3:144237,fuente3:144238,"[""1996 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
399,Ru Guang,294690,Ru Guang,fuente1 | fuente2 | fuente3,fuente3,fuente1:399 | fuente2:103153 | fuente3:205459,fuente3:205460,"[""1988 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
400,Shen Jun,301174,Shen Jun,fuente1 | fuente2 | fuente3,fuente3,fuente1:400 | fuente2:109539 | fuente3:218091,fuente3:218092,"[""1996 Summer | CHN | China | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
407,Luis González,155153,Luis Alberto de Jesus Fernndez Gonzalez,fuente1 | fuente3,fuente2,fuente1:407 | fuente3:68216,fuente2:34853,"[""1980 Summer | CRC | Costa Rica | 1902 | ""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=5; señal, no regla de rechazo | peso_kg: diferencia=22; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,407
414,Arne Jacobsen,241503,Arne Jacobsen,fuente1 | fuente2 | fuente3,fuente3,fuente1:414 | fuente2:53206 | fuente3:105116,fuente3:105117,"[""1976 Summer | DEN | Denmark | 2162 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
415,Jan Jacobsen,241508,Jan Jacobsen,fuente1 | fuente2 | fuente3,fuente3,fuente1:415 | fuente2:53211 | fuente3:105128,fuente3:105129,"[""1988 Summer | DEN | Denmark | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
417,Jan Rytter,295542,Jan Rytter,fuente1 | fuente2 | fuente3,fuente3,fuente1:417 | fuente2:103906 | fuente3:207058,fuente3:207059,"[""1992 Summer | DEN | Denmark | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
432,Raul Kivilo,249153,Raul Kivilo,fuente1 | fuente2 | fuente3,fuente3,fuente1:432 | fuente2:60956 | fuente3:120436,fuente3:120437,"[""1996 Summer | EST | Estonia | 2162 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
446,Tommi Tuovila,315330,Tommi Tuovila,fuente1 | fuente2 | fuente3,fuente3,fuente1:446 | fuente2:122655 | fuente3:244952,fuente3:244953,"[""1996 Summer | FIN | Finland | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
452,Christine Gabillard,225578,Christine Gabillard,fuente1 | fuente2 | fuente3,fuente3,fuente1:452 | fuente2:37782 | fuente3:74396,fuente3:74397,"[""1992 Summer | FRA | France | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
454,Catherine Pellen,283345,Catherine Pellen,fuente1 | fuente2 | fuente3,fuente3,fuente1:454 | fuente2:92862 | fuente3:184771,fuente3:184772,"[""1988 Summer | FRA | France | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
458,Henri Berton,195565,Henri Berton,fuente1 | fuente2 | fuente3,fuente3,fuente1:458 | fuente2:10897 | fuente3:20641,fuente3:20642,"[""1908 Summer | FRA | France | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
462,Albert Dauchez,211370,Albert Dauchez,fuente1 | fuente2 | fuente3,fuente3,fuente1:462 | fuente2:25494 | fuente3:49494,fuente3:49495,"[""1908 Summer | FRA | France | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
469,Bruno Felipe,221805,Bruno Felipe,fuente1 | fuente2 | fuente3,fuente3,fuente1:469 | fuente2:34545 | fuente3:67588,fuente3:67589,"[""1992 Summer | FRA | France | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
472,Claude Franclet,224332,Claude Franclet,fuente1 | fuente2 | fuente3,fuente3,fuente1:472 | fuente2:36694 | fuente3:72116,fuente3:72117,"[""1988 Summer | FRA | France | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
477,Olivier Heck,235329,Olivier Heck,fuente1 | fuente2 | fuente3,fuente3,fuente1:477 | fuente2:47048 | fuente3:92862,fuente3:92863,"[""1988 Summer | FRA | France | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
478,Henri Helle,235728,Henri Helle,fuente1 | fuente2 | fuente3,fuente3,fuente1:478 | fuente2:47421 | fuente3:93675,fuente3:93676,"[""1900 Summer | FRA | France | 2539 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
485,Damien Letulle,257637,Damien Letulle,fuente1 | fuente2 | fuente3,fuente3,fuente1:485 | fuente2:69052 | fuente3:137353,fuente3:137354,"[""1996 Summer | FRA | France | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
487,Arthur Mabillon,165763,Franois Arthur Mabillon,fuente1,fuente2,fuente1:487,fuente2:72810,"[""1920 Summer | FRA | France | 2389 | Bronze"", ""1920 Summer | FRA | France | 2390 | Silver"", ""1920 Summer | FRA | France | 2391 | Silver""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,487
487,Arthur Mabillon,165763,Franois Arthur Mabillon,fuente1,fuente2,fuente1:487,fuente2:72810,"[""1920 Summer | FRA | France | 2389 | Bronze"", ""1920 Summer | FRA | France | 2390 | Silver"", ""1920 Summer | FRA | France | 2391 | Silver""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,487
487,Arthur Mabillon,165763,Franois Arthur Mabillon,fuente1,fuente2,fuente1:487,fuente2:72810,"[""1920 Summer | FRA | France | 2389 | Bronze"", ""1920 Summer | FRA | France | 2390 | Silver"", ""1920 Summer | FRA | France | 2391 | Silver""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,487
491,Alfred Poupart,287475,Alfred Poupart,fuente1 | fuente2 | fuente3,fuente3,fuente1:491 | fuente2:96571 | fuente3:192329,fuente3:192330,"[""1908 Summer | FRA | France | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
493,Charles Quervel,288834,Charles Quervel,fuente1 | fuente2 | fuente3,fuente3,fuente1:493 | fuente2:97872 | fuente3:195019,fuente3:195020,"[""1908 Summer | FRA | France | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
496,Auguste Serrurier,300486,Auguste Serrurier,fuente1 | fuente2 | fuente3,fuente3,fuente1:496 | fuente2:108898 | fuente3:216862,fuente3:216863,"[""1900 Summer | FRA | France | 2648 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
498,Victor Thibault,311903,Victor Thibault,fuente1 | fuente2 | fuente3,fuente3,fuente1:498 | fuente2:119640 | fuente3:238657,fuente3:238658,"[""1900 Summer | FRA | France | 2662 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
501,Thierry Venant,319318,Thierry Venant,fuente1 | fuente2 | fuente3,fuente3,fuente1:502 | fuente2:125832 | fuente3:251266,fuente3:251267,"[""1988 Summer | FRA | France | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
508,Claudia Kriz,252316,Claudia Kriz,fuente1 | fuente2 | fuente3,fuente3,fuente1:509 | fuente2:64164 | fuente3:127260,fuente3:127261,"[""1988 Summer | FRG | West Germany | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
515,Manfred Barth,192705,Manfred Barth,fuente1 | fuente2 | fuente3,fuente3,fuente1:516 | fuente2:8253 | fuente3:15295,fuente3:15296,"[""1988 Summer | FRG | West Germany | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
520,Andreas Lippoldt,259253,Andreas Lippoldt,fuente1 | fuente2 | fuente3,fuente3,fuente1:521 | fuente2:70419 | fuente3:140260,fuente3:140261,"[""1992 Summer | GER | Germany | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
521,Frank Marzoch,265515,Frank Marzoch,fuente1 | fuente2 | fuente3,fuente3,fuente1:522 | fuente2:76037 | fuente3:151503,fuente3:151504,"[""1992 Summer | GER | Germany | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
525,Bernhard Schulkowski,299313,Bernhard Schulkowski,fuente1 | fuente2 | fuente3,fuente3,fuente1:526 | fuente2:107635 | fuente3:214409,fuente3:214410,"[""1988 Summer | FRG | West Germany | 2594 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
542,Sylvia Harris,234508,Sylvia Harris,fuente1 | fuente2 | fuente3,fuente3,fuente1:543 | fuente2:46189 | fuente3:91125,fuente3:91126,"[""1992 Summer | GBR | Great Britain | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
562,Hilda Williams,324565,Hilda Williams,fuente1 | fuente2 | fuente3,fuente3,fuente1:563 | fuente2:130601 | fuente3:223556,fuente3:260982,"[""1908 Summer | GBR | Great Britain | 2476 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
566,Robert Backhouse,190779,Robert Backhouse,fuente1 | fuente2 | fuente3,fuente3,fuente1:567 | fuente2:6593 | fuente3:12117,fuente3:12118,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
567,Richard Bagnall-Oakeley,190998,Richard Bagnall-oakeley,fuente1 | fuente2 | fuente3,fuente3,fuente1:568 | fuente2:6793 | fuente3:12494,fuente3:12495,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
570,John Bridges,200022,John Bridges,fuente1 | fuente2 | fuente3,fuente3,fuente1:571 | fuente2:15063 | fuente3:29140,fuente3:29141,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
573,Geoffrey Cornewall,208751,Geoffrey Cornewall,fuente1 | fuente2 | fuente3,fuente3,fuente1:574 | fuente2:23120 | fuente3:44850,fuente3:44851,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
578,Robert Heathcote,235292,Robert Heathcote,fuente1 | fuente2 | fuente3,fuente3,fuente1:579 | fuente2:47001 | fuente3:92773,fuente3:92774,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
580,John Keyworth,247288,John Keyworth,fuente1 | fuente2 | fuente3,fuente3,fuente1:581 | fuente2:58999 | fuente3:116607,fuente3:116608,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
583,Hugh Nesham,275502,Hugh Nesham,fuente1 | fuente2 | fuente3,fuente3,fuente1:584 | fuente2:85355 | fuente3:169813,fuente3:169814,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
587,Capel Pownall,287560,Capel Pownall,fuente1 | fuente2 | fuente3,fuente3,fuente1:588 | fuente2:96656 | fuente3:192495,fuente3:192496,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
593,Joseph Stopford,307383,Joseph Stopford,fuente1 | fuente2 | fuente3,fuente3,fuente1:594 | fuente2:115480 | fuente3:230024,fuente3:230025,"[""1908 Summer | GBR | Great Britain | 2493 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
595,Leroy Watson,322607,Leroy Watson,fuente1 | fuente2 | fuente3,fuente3,fuente1:596 | fuente2:128975 | fuente3:257553,fuente3:257554,"[""1988 Summer | GBR | Great Britain | 2594 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
605,Nadia Bisiach,196464,Nadia Bisiach,fuente1 | fuente2 | fuente3,fuente3,fuente1:606 | fuente2:11797 | fuente3:22402,fuente3:22403,"[""1988 Summer | AUS | Australia | 2076 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
611,Anna Lao,254825,Anna Lao,fuente1 | fuente2 | fuente3,fuente3,fuente1:612 | fuente2:66591 | fuente3:132307,fuente3:132308,"[""1992 Summer | AUS | Australia | 2363 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
618,Wendy Turnbull,315422,Wendy Turnbull,fuente1 | fuente2 | fuente3,fuente3,fuente1:619 | fuente2:122755 | fuente3:245129,fuente3:245130,"[""1988 Summer | AUS | Australia | 27 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
623,Darren Cahill,202404,Darren Cahill,fuente1 | fuente2 | fuente3,fuente3,fuente1:625 | fuente2:17275 | fuente3:33501,fuente3:33502,"[""1988 Summer | AUS | Australia | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
628,Murray Hocking,237463,Murray Hocking,fuente1 | fuente2 | fuente3,fuente3,fuente1:630 | fuente2:49022 | fuente3:96814,fuente3:96815,"[""1996 Summer | AUS | Australia-2 | 100 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
629,Paul Langley,254749,Paul Langley,fuente1 | fuente2 | fuente3,fuente3,fuente1:631 | fuente2:66495 | fuente3:132122,fuente3:132123,"[""1996 Summer | AUS | Australia | 2245 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
640,Mark Woodforde,325610,Mark Woodforde,fuente1 | fuente2 | fuente3,fuente3,fuente1:642 | fuente2:131511 | fuente3:262830,fuente3:262831,"[""2000 Summer | AUS | Australia | 2 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
641,Barbara Paulus,282629,Barbara Paulus,fuente1 | fuente2 | fuente3,fuente3,fuente1:643 | fuente2:92217 | fuente3:183469,fuente3:183470,"[""1992 Summer | AUT | Austria | 26 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
664,Marguerite Chaudoir,205608,Marguerite Chaudoir,fuente1 | fuente2 | fuente3,fuente3,fuente1:666 | fuente2:20001 | fuente3:38873,fuente3:38874,"[""1920 Summer | BEL | Belgium | 27 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
703,Vanessa Menga,268403,Vanessa Menga,fuente1 | fuente2 | fuente3,fuente3,fuente1:706 | fuente2:78720 | fuente3:156702,fuente3:156703,"[""2000 Summer | BRA | Brazil | 27 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
717,Daniela Gergelcheva,227700,Daniela Gergelcheva,fuente1 | fuente2 | fuente3,fuente3,fuente1:720 | fuente2:39733 | fuente3:78275,fuente3:78276,"[""1992 Summer | BUL | Bulgaria | 2075 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
725,Ivan Ivanov,241118,Ivan Ivanov,fuente1 | fuente2 | fuente3,fuente3,fuente1:728 | fuente2:52811 | fuente3:104370,fuente3:104371,"[""1992 Summer | BUL | Bulgaria | 2321 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
727,Carling Bassett-Seguso,192944,Carling Bassett-seguso,fuente1 | fuente2 | fuente3,fuente3,fuente1:730 | fuente2:8485 | fuente3:15737,fuente3:15738,"[""1988 Summer | CAN | Canada | 27 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
729,Barbara Chiu,206401,Barbara Chiu,fuente1 | fuente2 | fuente3,fuente3,fuente1:732 | fuente2:20869 | fuente3:40516,fuente3:40517,"[""1996 Summer | CAN | Canada | 2076 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
730,Si-An Deng,214391,Si-An Deng,fuente1 | fuente2 | fuente3,fuente3,fuente1:733 | fuente2:27573 | fuente3:53769,fuente3:53770,"[""1996 Summer | CAN | Canada | 2363 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
745,John Foulkes,224094,John Foulkes,fuente1 | fuente2 | fuente3,fuente3,fuente1:748 | fuente2:36502 | fuente3:71708,fuente3:71709,"[""1908 Summer | CAN | Canada | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
748,David Humble,239440,David Humble,fuente1 | fuente2 | fuente3,fuente3,fuente1:751 | fuente2:50983 | fuente3:100815,fuente3:100816,"[""1992 Summer | CAN | Canada-1 | 2321 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
761,Darryl Yung,327587,Darryl Yung,fuente1 | fuente2 | fuente3,fuente3,fuente1:764 | fuente2:133503 | fuente3:266837,fuente3:266838,"[""1996 Summer | CAN | Canada-2 | 2321 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
776,Chen Zihe,205932,Chen Zihe,fuente1 | fuente2 | fuente3,fuente3,fuente1:779 | fuente2:20337 | fuente3:39523,fuente3:39524,"[""1992 Summer | CHN | China-1 | 2076 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
781,Gu Jun,231644,Gu Jun,fuente1 | fuente2 | fuente3,fuente3,fuente1:784 | fuente2:43423 | fuente3:85657,fuente3:85658,"[""2000 Summer | CHN | China-2 | 2363 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
789,Eoin Collins,207970,Eoin Collins,fuente1 | fuente2 | fuente3,fuente3,fuente1:792 | fuente2:22461 | fuente3:43549,fuente3:43550,"[""1992 Summer | IRL | Ireland | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
793,Elsa Nielsen,276252,Elsa Nielsen,fuente1 | fuente2 | fuente3,fuente3,fuente1:796 | fuente2:85970 | fuente3:171070,fuente3:171071,"[""1996 Summer | ISL | Iceland | 2089 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
798,Amos Mansdorf,263871,Amos Mansdorf,fuente1 | fuente2 | fuente3,fuente3,fuente1:801 | fuente2:74567 | fuente3:148670,fuente3:148671,"[""1988 Summer | ISR | Israel | 2 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
809,Laura Negrisoli,275249,Laura Negrisoli,fuente1 | fuente2 | fuente3,fuente3,fuente1:812 | fuente2:85096 | fuente3:169274,fuente3:169275,"[""2004 Summer | ITA | Italy | 2075 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
822,Renzo Furlan,225458,Renzo Furlan,fuente1 | fuente2 | fuente3,fuente3,fuente1:825 | fuente2:37660 | fuente3:74150,fuente3:74151,"[""1996 Summer | ITA | Italy | 1 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
