id_evento,nombre,deporte,disciplina,genero,categoria_edad,condicion_medalla,modalidad,team_individual,distancia_normalizada,distancia_compuesta,categoria_peso,aparato,numero_participantes,youth,non_medal,modificadores_restantes,redundancia_padre,semantic_key,fuentes
1649,"Slopestyle, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | slopestyle,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""slopestyle""]]",
1650,"Singles, Girls (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""girls""]]",
1651,"Team Relay, Mixed Youth (YOG)",luge,luge,mixed,youth,medal,mixed | relay | team,team,,,,,relay | team,YES,NO,,0,"[""luge"", ""luge"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""relay"", ""team""], [], [], [], []]",fuente1
1652,"Normal Hill, Individual, Women (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,hill | normal,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""hill"", ""normal""]]",
1653,"Medium Hill, Individual, Girls (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,girls | hill | medium,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""girls"", ""hill"", ""medium""]]",
1654,"Medium Hill, Team, Mixed Youth (YOG)",,,,youth,medal,mixed | team,team,,,,,team,YES,NO,hill | medium,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""team""], [], [], [], [""hill"", ""medium""]]",
1655,"Medium Hill, Individual, Boys (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,boys | hill | medium,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""boys"", ""hill"", ""medium""]]",
1656,"Big Air, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,air | big,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""air"", ""big""]]",
1657,"6 kilometres Sprint, Girls (YOG)",,,,youth,medal,sprint,,6:km,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""sprint""], [""6:km""], [], [], [""girls""]]",
1658,"7.5 kilometres Pursuit, Girls (YOG)",biathlon,biathlon,women,youth,medal,pursuit,,7.5:km,,,,,YES,NO,girls,0,"[""biathlon"", ""biathlon"", ""women"", ""youth"", ""medal"", [""pursuit""], [""7.5:km""], [], [], [""girls""]]",fuente1
1659,"Singles, Girls (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""girls""]]",
1660,"Singles, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys""]]",
1661,"Medium Hill / 10 km, Individual, Boys (YOG)",,,,youth,medal,individual,individual,10:km,,,,individual,YES,NO,boys | hill | medium,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [""10:km""], [], [], [""boys"", ""hill"", ""medium""]]",
1662,"Medium Hill, Team, Mixed Youth (YOG)",,,,youth,medal,mixed | team,team,,,,,team,YES,NO,hill | medium,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""team""], [], [], [], [""hill"", ""medium""]]",
1663,Alpine Skiing (Skiing),,,,adult,medal,,,,,,,,NO,NO,alpine | skiing | skiing,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""alpine"", ""skiing"", ""skiing""]]",
1664,"Super G, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,g | super,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""g"", ""super""]]",
1665,Snowboarding (Skiing),,,,adult,medal,,,,,,,,NO,NO,skiing | snowboarding,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""skiing"", ""snowboarding""]]",
1666,"Parallel Giant Slalom, Women (Olympic)",skiing,alpine skiing,women,adult,medal,,,,,,,,NO,NO,giant | parallel | slalom,0,"[""skiing"", ""alpine skiing"", ""women"", ""adult"", ""medal"", [], [], [], [], [""giant"", ""parallel"", ""slalom""]]",fuente1
1667,"Big Air, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,air | big,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""air"", ""big""]]",
1668,"Halfpipe, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | halfpipe,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""halfpipe""]]",
1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)",biathlon,biathlon,mixed,youth,medal,mixed | relay,,6:km | 7.5:km,,,,relay,YES,NO,2 | 2 | and | x | x,0,"[""biathlon"", ""biathlon"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""relay""], [""6:km"", ""7.5:km""], [], [], [""2"", ""2"", ""and"", ""x"", ""x""]]",fuente1
1670,Mixed Sports,,,,adult,medal,mixed,,,,,,,NO,NO,sports,0,"["""", """", """", ""adult"", ""medal"", [""mixed""], [], [], [], [""sports""]]",
1671,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,,,,,relay,YES,NO,biathlon | country | cross,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [], [], [], [""biathlon"", ""country"", ""cross""]]",
1672,"Slopestyle, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | slopestyle,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""slopestyle""]]",
1673,"Halfpipe, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | halfpipe,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""halfpipe""]]",
1674,"500 metres, Girls (YOG)",,,,youth,medal,,,500:m,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [""500:m""], [], [], [""girls""]]",
1675,"3,000 metres Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,3000:m,,,,relay,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [""3000:m""], [], [], []]",
1676,"1,000 metres, Girls (YOG)",,,,youth,medal,,,1000:m,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [""1000:m""], [], [], [""girls""]]",
1677,"Park, Men (Olympic)",roller sports,skateboarding,men,adult,medal,,,,,,,,NO,NO,park,0,"[""roller sports"", ""skateboarding"", ""men"", ""adult"", ""medal"", [], [], [], [], [""park""]]",fuente1
1678,"Team, Mixed Youth (YOG)",,,,youth,medal,mixed | team,team,,,,,team,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""team""], [], [], [], []]",
1679,"Two, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | two,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""two""]]",
1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,,,,,relay,YES,NO,biathlon | country | cross,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [], [], [], [""biathlon"", ""country"", ""cross""]]",
1681,Cross Country Skiing (Skiing),,,,adult,medal,,,,,,,,NO,NO,country | cross | skiing | skiing,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""country"", ""cross"", ""skiing"", ""skiing""]]",
1682,"Sprint, Boys (YOG)",,,,youth,medal,sprint,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""sprint""], [], [], [], [""boys""]]",
1683,"10 kilometres, Boys (YOG)",,,,youth,medal,,,10:km,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [""10:km""], [], [], [""boys""]]",
1684,"Ice Hockey, Girls (YOG)",ice hockey,ice hockey,women,youth,medal,,,,,,,,YES,NO,girls,0,"[""ice hockey"", ""ice hockey"", ""women"", ""youth"", ""medal"", [], [], [], [], [""girls""]]",fuente1
1685,"7.5 kilometres Sprint, Boys (YOG)",,,,youth,medal,sprint,,7.5:km,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""sprint""], [""7.5:km""], [], [], [""boys""]]",
1686,"10 kilometres Pursuit, Boys (YOG)",biathlon,biathlon,men,youth,medal,pursuit,,10:km,,,,,YES,NO,boys,0,"[""biathlon"", ""biathlon"", ""men"", ""youth"", ""medal"", [""pursuit""], [""10:km""], [], [], [""boys""]]",fuente1
1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",shooting,shooting,mixed,youth,medal,mixed | team,team,10:m,,,,team,YES,NO,air | rifle,0,"[""shooting"", ""shooting"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""team""], [""10:m""], [], [], [""air"", ""rifle""]]",fuente1
1688,"Heavyweight, Girls (YOG)",weightlifting,weightlifting,women,youth,medal,heavyweight,,,,,,,YES,NO,girls,0,"[""weightlifting"", ""weightlifting"", ""women"", ""youth"", ""medal"", [""heavyweight""], [], [], [], [""girls""]]",fuente1
1689,"8 × 100 metres Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,100:m,,,,relay,YES,NO,8 | x,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [""100:m""], [], [], [""8"", ""x""]]",
1690,"Rugby Sevens, Women (Olympic)",rugby,rugby sevens,women,adult,medal,,,,,,,,NO,NO,,0,"[""rugby"", ""rugby sevens"", ""women"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
1691,"Sprint, Girls (YOG)",,,,youth,medal,sprint,,,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""sprint""], [], [], [], [""girls""]]",
1692,"Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,,,,,relay,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [], [], [], []]",
1693,"200 metres, Girls (YOG)",,,,youth,medal,,,200:m,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [""200:m""], [], [], [""girls""]]",
1694,"Hammer Throw, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | hammer | throw,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""hammer"", ""throw""]]",
1695,"2,000 metres Steeplechase, Girls (YOG)",,,,youth,medal,,,2000:m,,,,,YES,NO,girls | steeplechase,0,"["""", """", """", ""youth"", ""medal"", [], [""2000:m""], [], [], [""girls"", ""steeplechase""]]",
1696,"Featherweight, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,featherweight,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""featherweight""]]",
1697,"≤52 kilograms, Girls (YOG)",,,,youth,medal,,,,,<=52:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=52:kg""], [], [""girls""]]",
1698,"Rugby Sevens, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | rugby | sevens,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""rugby"", ""sevens""]]",
1699,"≤70 kilograms, Freestyle, Girls (YOG)",,,,youth,medal,freestyle,,,,<=70:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""freestyle""], [], [""<=70:kg""], [], [""girls""]]",
1700,"Hockey 5s, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,5s | girls | hockey,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""5s"", ""girls"", ""hockey""]]",
1701,">63 kilograms, Girls (YOG)",,,,youth,medal,,,,,>63:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [], ["">63:kg""], [], [""girls""]]",
1702,"High Jump, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | high | jump,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""high"", ""jump""]]",
1703,"Single Sculls, Girls (YOG)",,,,youth,medal,single,,,,,,single,YES,NO,girls | sculls,0,"["""", """", """", ""youth"", ""medal"", [""single""], [], [], [], [""girls"", ""sculls""]]",
1704,"1,500 metres, Girls (YOG)",,,,youth,medal,,,1500:m,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [""1500:m""], [], [], [""girls""]]",
1705,"Air Pistol, 10 metres, Team, Mixed Youth (YOG)",shooting,shooting,mixed,youth,medal,mixed | team,team,10:m,,,,team,YES,NO,air | pistol,0,"[""shooting"", ""shooting"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""team""], [""10:m""], [], [], [""air"", ""pistol""]]",fuente1
1706,"≤46 kilograms, Freestyle, Girls (YOG)",,,,youth,medal,freestyle,,,,<=46:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""freestyle""], [], [""<=46:kg""], [], [""girls""]]",
1707,"Javelin Throw, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | javelin | throw,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""javelin"", ""throw""]]",
1708,"Discus Throw, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,discus | girls | throw,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""discus"", ""girls"", ""throw""]]",
1709,"5,000 metres Race Walk, Girls (YOG)",,,,youth,medal,,,5000:m,,,,,YES,NO,girls | race | walk,0,"["""", """", """", ""youth"", ""medal"", [], [""5000:m""], [], [], [""girls"", ""race"", ""walk""]]",
1710,"Individual, Girls (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""girls""]]",
1711,"Team, Mixed Youth (YOG)",,,,youth,medal,mixed | team,team,,,,,team,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""team""], [], [], [], []]",
1712,"Flyweight, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,flyweight | girls,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""flyweight"", ""girls""]]",
1713,"Doubles, Mixed Youth (YOG)",badminton,badminton,mixed,youth,medal,doubles | mixed,,,,,,,YES,NO,,0,"[""badminton"", ""badminton"", ""mixed"", ""youth"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",fuente1
1714,"Sabre, Individual, Girls (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,girls | sabre,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""girls"", ""sabre""]]",
1715,"≤49 kilograms, Girls (YOG)",,,,youth,medal,,,,,<=49:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=49:kg""], [], [""girls""]]",
1716,"Windsurfer, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | windsurfer,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""windsurfer""]]",
1717,"Doubles, Mixed Youth (YOG)",tennis,tennis,mixed,youth,medal,doubles | mixed,,,,,,,YES,NO,,0,"[""tennis"", ""tennis"", ""mixed"", ""youth"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",fuente1
1718,"800 metres, Girls (YOG)",,,,youth,medal,,,800:m,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [""800:m""], [], [], [""girls""]]",
1719,"Super-Heavyweight, Girls (YOG)",weightlifting,weightlifting,women,youth,medal,heavyweight,,,,,,,YES,NO,girls | super,0,"[""weightlifting"", ""weightlifting"", ""women"", ""youth"", ""medal"", [""heavyweight""], [], [], [], [""girls"", ""super""]]",fuente1
1720,"Triple Jump, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | jump | triple,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""jump"", ""triple""]]",
1721,"≤44 kilograms, Girls (YOG)",,,,youth,medal,,,,,<=44:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=44:kg""], [], [""girls""]]",
1722,"Middleweight, Girls (YOG)",,,,youth,medal,middleweight,,,,,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [""middleweight""], [], [], [], [""girls""]]",
1723,"Welterweight, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,welterweight,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""welterweight""]]",
1724,"Épée, Individual, Girls (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,epee | girls,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""epee"", ""girls""]]",
1725,"≤78 kilograms, Girls (YOG)",,,,youth,medal,,,,,<=78:kg,,,YES,NO,girls,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=78:kg""], [], [""girls""]]",
1726,"2,000 metres Steeplechase, Boys (YOG)",,,,youth,medal,,,2000:m,,,,,YES,NO,boys | steeplechase,0,"["""", """", """", ""youth"", ""medal"", [], [""2000:m""], [], [], [""boys"", ""steeplechase""]]",
1727,"800 metres Freestyle, Boys (YOG)",,,,youth,medal,freestyle,,800:m,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""freestyle""], [""800:m""], [], [], [""boys""]]",
1728,"Rugby Sevens, Men (Olympic)",rugby,rugby sevens,men,adult,medal,,,,,,,,NO,NO,,0,"[""rugby"", ""rugby sevens"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
1729,"Windsurfer, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | windsurfer,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""windsurfer""]]",
1730,"Volleyball, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | volleyball,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""volleyball""]]",
1731,"Super-Heavyweight, Boys (YOG)",weightlifting,weightlifting,men,youth,medal,heavyweight,,,,,,,YES,NO,boys | super,0,"[""weightlifting"", ""weightlifting"", ""men"", ""youth"", ""medal"", [""heavyweight""], [], [], [], [""boys"", ""super""]]",fuente1
1732,"Shot Put, Boys (YOG)",,,,youth,medal,shot,,,,,,,YES,NO,boys | put,0,"["""", """", """", ""youth"", ""medal"", [""shot""], [], [], [], [""boys"", ""put""]]",
1733,"Individual, Boys (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""boys""]]",
1734,"Coxless Pairs, Boys (YOG)",,,,youth,medal,coxless | pairs,,,,,coxless,pairs,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""coxless"", ""pairs""], [], [], [""coxless""], [""boys""]]",
1735,"Triple Jump, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | jump | triple,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""jump"", ""triple""]]",
1736,"Light-Flyweight, Boys (YOG)",boxing,boxing,men,youth,medal,,,,,,,,YES,NO,boys | flyweight | light,0,"[""boxing"", ""boxing"", ""men"", ""youth"", ""medal"", [], [], [], [], [""boys"", ""flyweight"", ""light""]]",fuente1
1737,"400 metres Hurdles, Boys (YOG)",athletics,athletics,men,youth,medal,,,400:m,,,,,YES,NO,boys | hurdles,0,"[""athletics"", ""athletics"", ""men"", ""youth"", ""medal"", [], [""400:m""], [], [], [""boys"", ""hurdles""]]",fuente1
1738,"Singles, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys""]]",
1739,"Doubles, Boys (YOG)",,,,youth,medal,doubles,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""doubles""], [], [], [], [""boys""]]",
1740,"Individual, Open Youth (YOG)",,,,youth,medal,individual | open,individual,,,,,individual,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""individual"", ""open""], [], [], [], []]",
1741,"Team, Open Youth (YOG)",,,,youth,medal,open | team,team,,,,,team,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""open"", ""team""], [], [], [], []]",
1742,"≤100 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=100:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=100:kg""], [], [""boys""]]",
1743,"≤55 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=55:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=55:kg""], [], [""boys""]]",
1744,"Singles, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys""]]",
1745,"Canoe Singles, Head to Head, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys | canoe | head | head | to,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys"", ""canoe"", ""head"", ""head"", ""to""]]",
1746,"Canoe Singles, Obstacle Slalom, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys | canoe | obstacle | slalom,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys"", ""canoe"", ""obstacle"", ""slalom""]]",
1747,"Épée, Individual, Boys (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,boys | epee,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""boys"", ""epee""]]",
1748,"Lightweight, Boys (YOG)",,,,youth,medal,lightweight,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""lightweight""], [], [], [], [""boys""]]",
1749,"≤76 kilograms, Freestyle, Boys (YOG)",,,,youth,medal,freestyle,,,,<=76:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""freestyle""], [], [""<=76:kg""], [], [""boys""]]",
1750,"110 metres Hurdles, Boys (YOG)",,,,youth,medal,,,110:m,,,,,YES,NO,boys | hurdles,0,"["""", """", """", ""youth"", ""medal"", [], [""110:m""], [], [], [""boys"", ""hurdles""]]",
1751,"Heavyweight, Boys (YOG)",boxing,boxing,men,youth,medal,heavyweight,,,,,,,YES,NO,boys,0,"[""boxing"", ""boxing"", ""men"", ""youth"", ""medal"", [""heavyweight""], [], [], [], [""boys""]]",fuente1
1752,"≤81 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=81:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=81:kg""], [], [""boys""]]",
1753,"Kayak Singles, Head to Head, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys | head | head | kayak | to,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys"", ""head"", ""head"", ""kayak"", ""to""]]",
1754,"Kayak Singles, Obstacle Slalom, Boys (YOG)",,,,youth,medal,singles,,,,,,,YES,NO,boys | kayak | obstacle | slalom,0,"["""", """", """", ""youth"", ""medal"", [""singles""], [], [], [], [""boys"", ""kayak"", ""obstacle"", ""slalom""]]",
1755,"1,500 metres, Boys (YOG)",,,,youth,medal,,,1500:m,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [""1500:m""], [], [], [""boys""]]",
1756,"≤85 kilograms, Greco Roman, Boys (YOG)",,,,youth,medal,,,,,<=85:kg,,,YES,NO,boys | greco | roman,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=85:kg""], [], [""boys"", ""greco"", ""roman""]]",
1757,"One Person Dinghy, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | dinghy | one | person,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""dinghy"", ""one"", ""person""]]",
1758,"Handball, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | handball,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""handball""]]",
1759,"Rugby Sevens, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | rugby | sevens,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""rugby"", ""sevens""]]",
1760,"Individual, Boys (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""boys""]]",
1761,"≤100 kilograms, Freestyle, Boys (YOG)",,,,youth,medal,freestyle,,,,<=100:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""freestyle""], [], [""<=100:kg""], [], [""boys""]]",
1762,"≤73 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=73:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=73:kg""], [], [""boys""]]",
1763,"≤66 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=66:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=66:kg""], [], [""boys""]]",
1764,"Discus Throw, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | discus | throw,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""discus"", ""throw""]]",
1765,"Hammer Throw, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | hammer | throw,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""hammer"", ""throw""]]",
1766,"Combined Team, Boys (YOG)",,,,youth,medal,combined | team,team,,,,,team,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""combined"", ""team""], [], [], [], [""boys""]]",
1767,"Relay, Mixed Youth (YOG)",,,,youth,medal,mixed | relay,,,,,,relay,YES,NO,,0,"["""", """", """", ""youth"", ""medal"", [""mixed"", ""relay""], [], [], [], []]",
1768,"Hockey 5s, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,5s | boys | hockey,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""5s"", ""boys"", ""hockey""]]",
1769,"≤48 kilograms, Boys (YOG)",,,,youth,medal,,,,,<=48:kg,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [], [""<=48:kg""], [], [""boys""]]",
1770,"Sabre, Individual, Boys (YOG)",,,,youth,medal,individual,individual,,,,,individual,YES,NO,boys | sabre,0,"["""", """", """", ""youth"", ""medal"", [""individual""], [], [], [], [""boys"", ""sabre""]]",
1771,"Individual Time Trial, Men (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,time | trial,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""time"", ""trial""]]",
1772,"Sprint, Boys (YOG)",,,,youth,medal,sprint,,,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [""sprint""], [], [], [], [""boys""]]",
1773,"10 kilometres, Boys (YOG)",,,,youth,medal,,,10:km,,,,,YES,NO,boys,0,"["""", """", """", ""youth"", ""medal"", [], [""10:km""], [], [], [""boys""]]",
1774,"Cross, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | cross,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""cross""]]",
1775,Freestyle Skiing (Skiing),,,,adult,medal,freestyle,,,,,,,NO,NO,skiing | skiing,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [], [], [], [""skiing"", ""skiing""]]",
1776,"Ski Cross, Boys (YOG)",,,,youth,medal,,,,,,,,YES,NO,boys | cross | ski,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""boys"", ""cross"", ""ski""]]",
1777,"Slopestyle, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | slopestyle,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""slopestyle""]]",
1778,"Halfpipe, Girls (YOG)",,,,youth,medal,,,,,,,,YES,NO,girls | halfpipe,0,"["""", """", """", ""youth"", ""medal"", [], [], [], [], [""girls"", ""halfpipe""]]",
