id_atleta_a,nombre_a,id_atleta_b,nombre_b,fuentes,fecha_a,fecha_b,sexo_a,sexo_b,contextos_a,contextos_b,contextos_compartidos,contextos_solo_a,contextos_solo_b,conflictos_biograficos,unicidad,score_nombre,score_contexto,clasificacion_final,razon,tipo_muestra
28810,Olga Munteanu,273646,Olga Munteanu,fuente1 | fuente2 | fuente3,1927-10-18,,Female,F,"[""1952 Summer | ROU |  | all around individual women | "", ""1952 Summer | ROU |  | balance beam women | "", ""1952 Summer | ROU |  | bars uneven women | "", ""1952 Summer | ROU |  | exercise floor women | "", ""1952 Summer | ROU |  | horse vault women | "", ""1952 Summer | ROU | Romania | all around gymnastics individual women | "", ""1952 Summer | ROU | Romania | all around gymnastics team women | "", ""1952 Summer | ROU | Romania | all around team women | "", ""1952 Summer | ROU | Romania | apparatus gymnastics portable team women | "", ""1952 Summer | ROU | Romania | apparatus portable team women | "", ""1952 Summer | ROU | Romania | balance beam gymnastics women | "", ""1952 Summer | ROU | Romania | bars gymnastics uneven women | "", ""1952 Summer | ROU | Romania | exercise floor gymnastics women | "", ""1952 Summer | ROU | Romania | gymnastics horse vault women | ""]","[""1952 Summer | ROU | Romania | bars gymnastics uneven women | ""]","[""1952 Summer | ROU | Romania | bars gymnastics uneven women | ""]","[""1952 Summer | ROU |  | all around individual women | "", ""1952 Summer | ROU |  | balance beam women | "", ""1952 Summer | ROU |  | bars uneven women | "", ""1952 Summer | ROU |  | exercise floor women | "", ""1952 Summer | ROU |  | horse vault women | "", ""1952 Summer | ROU | Romania | all around gymnastics individual women | "", ""1952 Summer | ROU | Romania | all around gymnastics team women | "", ""1952 Summer | ROU | Romania | all around team women | "", ""1952 Summer | ROU | Romania | apparatus gymnastics portable team women | "", ""1952 Summer | ROU | Romania | apparatus portable team women | "", ""1952 Summer | ROU | Romania | balance beam gymnastics women | "", ""1952 Summer | ROU | Romania | exercise floor gymnastics women | "", ""1952 Summer | ROU | Romania | gymnastics horse vault women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.071429,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
28987,Tamara Lyukhina-Zamotaylova,261870,Tamara Lyukhina-zamotaylova,fuente1 | fuente2 | fuente3,1939-05-11,,Female,F,"[""1960 Summer | URS |  | all around individual women | "", ""1960 Summer | URS |  | balance beam women | "", ""1960 Summer | URS |  | bars uneven women | Bronze"", ""1960 Summer | URS |  | exercise floor women | Bronze"", ""1960 Summer | URS |  | horse vault women | "", ""1960 Summer | URS | Soviet Union | all around gymnastics individual women | "", ""1960 Summer | URS | Soviet Union | all around gymnastics team women | Gold"", ""1960 Summer | URS | Soviet Union | all around team women | Gold"", ""1960 Summer | URS | Soviet Union | balance beam gymnastics women | "", ""1960 Summer | URS | Soviet Union | bars gymnastics uneven women | Bronze"", ""1960 Summer | URS | Soviet Union | exercise floor gymnastics women | Bronze"", ""1960 Summer | URS | Soviet Union | gymnastics horse vault women | "", ""1964 Summer | URS |  | all around individual women | "", ""1964 Summer | URS |  | balance beam women | "", ""1964 Summer | URS |  | bars uneven women | "", ""1964 Summer | URS |  | exercise floor women | "", ""1964 Summer | URS |  | horse vault women | "", ""1964 Summer | URS | Soviet Union | all around gymnastics individual women | "", ""1964 Summer | URS | Soviet Union | all around gymnastics team women | Gold"", ""1964 Summer | URS | Soviet Union | all around team women | Gold"", ""1964 Summer | URS | Soviet Union | balance beam gymnastics women | "", ""1964 Summer | URS | Soviet Union | bars gymnastics uneven women | "", ""1964 Summer | URS | Soviet Union | exercise floor gymnastics women | "", ""1964 Summer | URS | Soviet Union | gymnastics horse vault women | ""]","[""1964 Summer | URS | Soviet Union | bars gymnastics uneven women | ""]","[""1964 Summer | URS | Soviet Union | bars gymnastics uneven women | ""]","[""1960 Summer | URS |  | all around individual women | "", ""1960 Summer | URS |  | balance beam women | "", ""1960 Summer | URS |  | bars uneven women | Bronze"", ""1960 Summer | URS |  | exercise floor women | Bronze"", ""1960 Summer | URS |  | horse vault women | "", ""1960 Summer | URS | Soviet Union | all around gymnastics individual women | "", ""1960 Summer | URS | Soviet Union | all around gymnastics team women | Gold"", ""1960 Summer | URS | Soviet Union | all around team women | Gold"", ""1960 Summer | URS | Soviet Union | balance beam gymnastics women | "", ""1960 Summer | URS | Soviet Union | bars gymnastics uneven women | Bronze"", ""1960 Summer | URS | Soviet Union | exercise floor gymnastics women | Bronze"", ""1960 Summer | URS | Soviet Union | gymnastics horse vault women | "", ""1964 Summer | URS |  | all around individual women | "", ""1964 Summer | URS |  | balance beam women | "", ""1964 Summer | URS |  | bars uneven women | "", ""1964 Summer | URS |  | exercise floor women | "", ""1964 Summer | URS |  | horse vault women | "", ""1964 Summer | URS | Soviet Union | all around gymnastics individual women | "", ""1964 Summer | URS | Soviet Union | all around gymnastics team women | Gold"", ""1964 Summer | URS | Soviet Union | all around team women | Gold"", ""1964 Summer | URS | Soviet Union | balance beam gymnastics women | "", ""1964 Summer | URS | Soviet Union | exercise floor gymnastics women | "", ""1964 Summer | URS | Soviet Union | gymnastics horse vault women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.041667,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
153196,Godefroid Devreese,214770,Godefroid Devreese,fuente2 | fuente3,,,M,M,"[""1936 Summer | BEL | Belgium | art competitions event mixed sculpturing unknown | ""]","[""1936 Summer | BEL | Belgium | art competitions event mixed sculpturing unknown | ""]","[""1936 Summer | BEL | Belgium | art competitions event mixed sculpturing unknown | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,1.0,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
11749,Richard Davison,211659,Richard Davison,fuente1 | fuente2 | fuente3,1955-09-20,,Male,M,"[""1996 Summer | GBR | Askari / Great Britain | open team | "", ""1996 Summer | GBR | Askari | individual open | "", ""1996 Summer | GBR | Great Britain | dressage equestrianism individual mixed | "", ""1996 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2000 Summer | GBR | Askari / Great Britain | open team | "", ""2000 Summer | GBR | Askari | individual open | "", ""2000 Summer | GBR | Great Britain | dressage equestrianism individual mixed | "", ""2000 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2004 Summer | GBR | Ballaseyr Royale / Great Britain | open team | "", ""2004 Summer | GBR | Ballaseyr Royale | individual open | "", ""2004 Summer | GBR | Great Britain | dressage equestrianism individual mixed | "", ""2004 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2012 Summer | GBR | Artemis | individual open | "", ""2012 Summer | GBR | Great Britain | dressage equestrianism individual mixed | ""]","[""2004 Summer | GBR | Great Britain | dressage equestrianism individual mixed | ""]","[""2004 Summer | GBR | Great Britain | dressage equestrianism individual mixed | ""]","[""1996 Summer | GBR | Askari / Great Britain | open team | "", ""1996 Summer | GBR | Askari | individual open | "", ""1996 Summer | GBR | Great Britain | dressage equestrianism individual mixed | "", ""1996 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2000 Summer | GBR | Askari / Great Britain | open team | "", ""2000 Summer | GBR | Askari | individual open | "", ""2000 Summer | GBR | Great Britain | dressage equestrianism individual mixed | "", ""2000 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2004 Summer | GBR | Ballaseyr Royale / Great Britain | open team | "", ""2004 Summer | GBR | Ballaseyr Royale | individual open | "", ""2004 Summer | GBR | Great Britain | dressage equestrianism mixed team | "", ""2012 Summer | GBR | Artemis | individual open | "", ""2012 Summer | GBR | Great Britain | dressage equestrianism individual mixed | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.071429,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
54470,Yevgeny Sharonov,300891,Yevgeny Sharonov,fuente1 | fuente2 | fuente3,1958-12-11,,Male,M,"[""1980 Summer | URS | Soviet Union | men polo water | Gold"", ""1988 Summer | URS | Soviet Union | men polo water | Bronze"", ""1992 Summer | EUN | Unified Team | men polo water | Bronze""]","[""1988 Summer | URS | Soviet Union | men polo water | Bronze""]","[""1988 Summer | URS | Soviet Union | men polo water | Bronze""]","[""1980 Summer | URS | Soviet Union | men polo water | Gold"", ""1992 Summer | EUN | Unified Team | men polo water | Bronze""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.333333,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
160422,Mlaan Janovi,242029,Mlaan Janovi,fuente2 | fuente3,,,M,M,"[""2008 Summer | MNE | Montenegro | men polo water | "", ""2012 Summer | MNE | Montenegro | men polo water | "", ""2016 Summer | MNE | Montenegro | men polo water | ""]","[""2012 Summer | MNE | Montenegro | men polo water | ""]","[""2012 Summer | MNE | Montenegro | men polo water | ""]","[""2008 Summer | MNE | Montenegro | men polo water | "", ""2016 Summer | MNE | Montenegro | men polo water | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.333333,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
110688,Tim Lips,259282,Tim Lips,fuente1 | fuente2 | fuente3,1985-10-07,,Male,M,"[""2008 Summer | NED | Netherlands | day equestrianism event individual mixed three | "", ""2008 Summer | NED | Oncarlos | individual open | "", ""2012 Summer | NED | Netherlands | day equestrianism event individual mixed three | "", ""2012 Summer | NED | Netherlands | day equestrianism event mixed team three | "", ""2012 Summer | NED | Oncarlos / Netherlands | open team | "", ""2012 Summer | NED | Oncarlos | individual open | "", ""2016 Summer | NED | Bayro / Netherlands | open team | "", ""2016 Summer | NED | Bayro | individual open | "", ""2016 Summer | NED | Netherlands | day equestrianism event individual mixed three | "", ""2016 Summer | NED | Netherlands | day equestrianism event mixed team three | ""]","[""2016 Summer | NED | Netherlands | day equestrianism event mixed team three | ""]","[""2016 Summer | NED | Netherlands | day equestrianism event mixed team three | ""]","[""2008 Summer | NED | Netherlands | day equestrianism event individual mixed three | "", ""2008 Summer | NED | Oncarlos | individual open | "", ""2012 Summer | NED | Netherlands | day equestrianism event individual mixed three | "", ""2012 Summer | NED | Netherlands | day equestrianism event mixed team three | "", ""2012 Summer | NED | Oncarlos / Netherlands | open team | "", ""2012 Summer | NED | Oncarlos | individual open | "", ""2016 Summer | NED | Bayro / Netherlands | open team | "", ""2016 Summer | NED | Bayro | individual open | "", ""2016 Summer | NED | Netherlands | day equestrianism event individual mixed three | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.1,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
28024,Gigi Zosa,329283,Gigi Zosa,fuente1 | fuente2 | fuente3,1968-01-24,,Female,F,"[""1984 Summer | CAN |  | all around individual women | "", ""1984 Summer | CAN |  | balance beam women | "", ""1984 Summer | CAN |  | bars uneven women | "", ""1984 Summer | CAN |  | exercise floor women | "", ""1984 Summer | CAN |  | horse vault women | "", ""1984 Summer | CAN | Canada | all around gymnastics individual women | "", ""1984 Summer | CAN | Canada | all around gymnastics team women | "", ""1984 Summer | CAN | Canada | all around team women | "", ""1984 Summer | CAN | Canada | balance beam gymnastics women | "", ""1984 Summer | CAN | Canada | bars gymnastics uneven women | "", ""1984 Summer | CAN | Canada | exercise floor gymnastics women | "", ""1984 Summer | CAN | Canada | gymnastics horse vault women | ""]","[""1984 Summer | CAN | Canada | gymnastics horse vault women | ""]","[""1984 Summer | CAN | Canada | gymnastics horse vault women | ""]","[""1984 Summer | CAN |  | all around individual women | "", ""1984 Summer | CAN |  | balance beam women | "", ""1984 Summer | CAN |  | bars uneven women | "", ""1984 Summer | CAN |  | exercise floor women | "", ""1984 Summer | CAN |  | horse vault women | "", ""1984 Summer | CAN | Canada | all around gymnastics individual women | "", ""1984 Summer | CAN | Canada | all around gymnastics team women | "", ""1984 Summer | CAN | Canada | all around team women | "", ""1984 Summer | CAN | Canada | balance beam gymnastics women | "", ""1984 Summer | CAN | Canada | bars gymnastics uneven women | "", ""1984 Summer | CAN | Canada | exercise floor gymnastics women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.083333,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
44723,Emma Johnson,243732,Emma Johnson,fuente1 | fuente2 | fuente3,1980-02-24,,Female,F,"[""1996 Summer | AUS |  | 200 individual medley metres women | "", ""1996 Summer | AUS |  | 400 freestyle metres women | "", ""1996 Summer | AUS |  | 400 individual medley metres women | "", ""1996 Summer | AUS | Australia | 200 4 freestyle metres relay swimming women x | Bronze"", ""1996 Summer | AUS | Australia | 200 4 freestyle metres relay women x | Bronze"", ""1996 Summer | AUS | Australia | 200 individual medley metres swimming women | "", ""1996 Summer | AUS | Australia | 400 freestyle metres swimming women | "", ""1996 Summer | AUS | Australia | 400 individual medley metres swimming women | ""]","[""1996 Summer | AUS | Australia | 200 individual medley metres swimming women | ""]","[""1996 Summer | AUS | Australia | 200 individual medley metres swimming women | ""]","[""1996 Summer | AUS |  | 200 individual medley metres women | "", ""1996 Summer | AUS |  | 400 freestyle metres women | "", ""1996 Summer | AUS |  | 400 individual medley metres women | "", ""1996 Summer | AUS | Australia | 200 4 freestyle metres relay swimming women x | Bronze"", ""1996 Summer | AUS | Australia | 200 4 freestyle metres relay women x | Bronze"", ""1996 Summer | AUS | Australia | 400 freestyle metres swimming women | "", ""1996 Summer | AUS | Australia | 400 individual medley metres swimming women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.125,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
22565,Emilio Salafia,296215,Emilio Salafia,fuente1 | fuente2 | fuente3,1910-10-10,,Male,M,"[""1928 Summer | ITA | Italy | fencing men sabre team | Silver"", ""1928 Summer | ITA | Italy | men sabre team | Silver"", ""1932 Summer | ITA |  | individual men sabre | "", ""1932 Summer | ITA | Italy | fencing individual men sabre | "", ""1932 Summer | ITA | Italy | fencing men sabre team | Silver"", ""1932 Summer | ITA | Italy | men sabre team | Silver""]","[""1932 Summer | ITA | Italy | fencing individual men sabre | ""]","[""1932 Summer | ITA | Italy | fencing individual men sabre | ""]","[""1928 Summer | ITA | Italy | fencing men sabre team | Silver"", ""1928 Summer | ITA | Italy | men sabre team | Silver"", ""1932 Summer | ITA |  | individual men sabre | "", ""1932 Summer | ITA | Italy | fencing men sabre team | Silver"", ""1932 Summer | ITA | Italy | men sabre team | Silver""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.166667,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
157930,Erzsbet Gulys-Kteles,232115,Erzsbet Gulys-kteles,fuente2 | fuente3,,,F,F,"[""1948 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1952 Summer | HUN | Hungary | all around gymnastics individual women | "", ""1952 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1952 Summer | HUN | Hungary | apparatus gymnastics portable team women | Bronze"", ""1952 Summer | HUN | Hungary | balance beam gymnastics women | "", ""1952 Summer | HUN | Hungary | bars gymnastics uneven women | "", ""1952 Summer | HUN | Hungary | exercise floor gymnastics women | "", ""1952 Summer | HUN | Hungary | gymnastics horse vault women | "", ""1956 Summer | HUN | Hungary | all around gymnastics individual women | "", ""1956 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1956 Summer | HUN | Hungary | apparatus gymnastics portable team women | Gold"", ""1956 Summer | HUN | Hungary | balance beam gymnastics women | "", ""1956 Summer | HUN | Hungary | bars gymnastics uneven women | "", ""1956 Summer | HUN | Hungary | exercise floor gymnastics women | "", ""1956 Summer | HUN | Hungary | gymnastics horse vault women | ""]","[""1952 Summer | HUN | Hungary | all around gymnastics individual women | ""]","[""1952 Summer | HUN | Hungary | all around gymnastics individual women | ""]","[""1948 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1952 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1952 Summer | HUN | Hungary | apparatus gymnastics portable team women | Bronze"", ""1952 Summer | HUN | Hungary | balance beam gymnastics women | "", ""1952 Summer | HUN | Hungary | bars gymnastics uneven women | "", ""1952 Summer | HUN | Hungary | exercise floor gymnastics women | "", ""1952 Summer | HUN | Hungary | gymnastics horse vault women | "", ""1956 Summer | HUN | Hungary | all around gymnastics individual women | "", ""1956 Summer | HUN | Hungary | all around gymnastics team women | Silver"", ""1956 Summer | HUN | Hungary | apparatus gymnastics portable team women | Gold"", ""1956 Summer | HUN | Hungary | balance beam gymnastics women | "", ""1956 Summer | HUN | Hungary | bars gymnastics uneven women | "", ""1956 Summer | HUN | Hungary | exercise floor gymnastics women | "", ""1956 Summer | HUN | Hungary | gymnastics horse vault women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.066667,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
22554,Oreste Puliti,288456,Oreste Puliti,fuente1 | fuente2 | fuente3,1891-02-18,,Male,M,"[""1920 Summer | ITA |  | foil individual men | "", ""1920 Summer | ITA |  | individual men sabre | "", ""1920 Summer | ITA | Italy | fencing foil individual men | "", ""1920 Summer | ITA | Italy | fencing foil men team | Gold"", ""1920 Summer | ITA | Italy | fencing individual men sabre | "", ""1920 Summer | ITA | Italy | fencing men sabre team | Gold"", ""1920 Summer | ITA | Italy | foil men team | Gold"", ""1920 Summer | ITA | Italy | men sabre team | Gold"", ""1924 Summer | ITA |  | foil individual men | "", ""1924 Summer | ITA |  | individual men sabre | "", ""1924 Summer | ITA | Italy | fencing foil men team | "", ""1924 Summer | ITA | Italy | fencing individual men sabre | "", ""1924 Summer | ITA | Italy | fencing men sabre team | Gold"", ""1924 Summer | ITA | Italy | foil men team | "", ""1924 Summer | ITA | Italy | men sabre team | Gold"", ""1928 Summer | ITA |  | foil individual men | "", ""1928 Summer | ITA | Italy | fencing foil individual men | "", ""1928 Summer | ITA | Italy | fencing foil men team | Gold"", ""1928 Summer | ITA | Italy | fencing men sabre team | Silver"", ""1928 Summer | ITA | Italy | foil men team | Gold"", ""1928 Summer | ITA | Italy | men sabre team | Silver""]","[""1928 Summer | ITA | Italy | fencing men sabre team | Silver""]","[""1928 Summer | ITA | Italy | fencing men sabre team | Silver""]","[""1920 Summer | ITA |  | foil individual men | "", ""1920 Summer | ITA |  | individual men sabre | "", ""1920 Summer | ITA | Italy | fencing foil individual men | "", ""1920 Summer | ITA | Italy | fencing foil men team | Gold"", ""1920 Summer | ITA | Italy | fencing individual men sabre | "", ""1920 Summer | ITA | Italy | fencing men sabre team | Gold"", ""1920 Summer | ITA | Italy | foil men team | Gold"", ""1920 Summer | ITA | Italy | men sabre team | Gold"", ""1924 Summer | ITA |  | foil individual men | "", ""1924 Summer | ITA |  | individual men sabre | "", ""1924 Summer | ITA | Italy | fencing foil men team | "", ""1924 Summer | ITA | Italy | fencing individual men sabre | "", ""1924 Summer | ITA | Italy | fencing men sabre team | Gold"", ""1924 Summer | ITA | Italy | foil men team | "", ""1924 Summer | ITA | Italy | men sabre team | Gold"", ""1928 Summer | ITA |  | foil individual men | "", ""1928 Summer | ITA | Italy | fencing foil individual men | "", ""1928 Summer | ITA | Italy | fencing foil men team | Gold"", ""1928 Summer | ITA | Italy | foil men team | Gold"", ""1928 Summer | ITA | Italy | men sabre team | Silver""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.047619,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
65318,Angela Bailey,191066,Angela Bailey,fuente1 | fuente2 | fuente3,1962-02-28,,Female,F,"[""1984 Summer | CAN |  | 100 metres women | "", ""1984 Summer | CAN |  | 200 metres women | "", ""1984 Summer | CAN | Canada | 100 4 athletics metres relay women x | Silver"", ""1984 Summer | CAN | Canada | 100 4 metres relay women x | Silver"", ""1984 Summer | CAN | Canada | 100 athletics metres women | "", ""1984 Summer | CAN | Canada | 200 athletics metres women | "", ""1988 Summer | CAN |  | 100 metres women | "", ""1988 Summer | CAN | Canada | 100 4 athletics metres relay women x | "", ""1988 Summer | CAN | Canada | 100 4 metres relay women x | "", ""1988 Summer | CAN | Canada | 100 athletics metres women | "", ""2020 Summer | ITA | Italy | individual women | ""]","[""1984 Summer | CAN | Canada | 100 4 athletics metres relay women x | Silver"", ""2020 Summer | GER | Germany | marathon women | ""]","[""1984 Summer | CAN | Canada | 100 4 athletics metres relay women x | Silver""]","[""1984 Summer | CAN |  | 100 metres women | "", ""1984 Summer | CAN |  | 200 metres women | "", ""1984 Summer | CAN | Canada | 100 4 metres relay women x | Silver"", ""1984 Summer | CAN | Canada | 100 athletics metres women | "", ""1984 Summer | CAN | Canada | 200 athletics metres women | "", ""1988 Summer | CAN |  | 100 metres women | "", ""1988 Summer | CAN | Canada | 100 4 athletics metres relay women x | "", ""1988 Summer | CAN | Canada | 100 4 metres relay women x | "", ""1988 Summer | CAN | Canada | 100 athletics metres women | "", ""2020 Summer | ITA | Italy | individual women | ""]","[""2020 Summer | GER | Germany | marathon women | ""]","[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.083333,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
179820,Lionel Torrs,313843,Lionel Torrs,fuente2 | fuente3,,,M,M,"[""1996 Summer | FRA | France | archery individual men | "", ""1996 Summer | FRA | France | archery men team | "", ""2000 Summer | FRA | France | archery individual men | "", ""2000 Summer | FRA | France | archery men team | ""]","[""2000 Summer | FRA | France | archery men team | ""]","[""2000 Summer | FRA | France | archery men team | ""]","[""1996 Summer | FRA | France | archery individual men | "", ""1996 Summer | FRA | France | archery men team | "", ""2000 Summer | FRA | France | archery individual men | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.25,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
28584,Keiko Tanaka-Ikeda,310481,Keiko Tanaka-ikeda,fuente1 | fuente2 | fuente3,1933-11-11,,Female,F,"[""1956 Summer | JPN |  | all around individual women | "", ""1956 Summer | JPN |  | balance beam women | "", ""1956 Summer | JPN |  | bars uneven women | "", ""1956 Summer | JPN |  | exercise floor women | "", ""1956 Summer | JPN |  | horse vault women | "", ""1956 Summer | JPN | Japan | all around gymnastics individual women | "", ""1956 Summer | JPN | Japan | all around gymnastics team women | "", ""1956 Summer | JPN | Japan | all around team women | "", ""1956 Summer | JPN | Japan | apparatus gymnastics portable team women | "", ""1956 Summer | JPN | Japan | apparatus portable team women | "", ""1956 Summer | JPN | Japan | balance beam gymnastics women | "", ""1956 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1956 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1956 Summer | JPN | Japan | gymnastics horse vault women | "", ""1960 Summer | JPN |  | all around individual women | "", ""1960 Summer | JPN |  | balance beam women | "", ""1960 Summer | JPN |  | bars uneven women | "", ""1960 Summer | JPN |  | exercise floor women | "", ""1960 Summer | JPN |  | horse vault women | "", ""1960 Summer | JPN | Japan | all around gymnastics individual women | "", ""1960 Summer | JPN | Japan | all around gymnastics team women | "", ""1960 Summer | JPN | Japan | all around team women | "", ""1960 Summer | JPN | Japan | balance beam gymnastics women | "", ""1960 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1960 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1960 Summer | JPN | Japan | gymnastics horse vault women | "", ""1964 Summer | JPN |  | all around individual women | "", ""1964 Summer | JPN |  | balance beam women | "", ""1964 Summer | JPN |  | bars uneven women | "", ""1964 Summer | JPN |  | exercise floor women | "", ""1964 Summer | JPN |  | horse vault women | "", ""1964 Summer | JPN | Japan | all around gymnastics individual women | "", ""1964 Summer | JPN | Japan | all around gymnastics team women | Bronze"", ""1964 Summer | JPN | Japan | all around team women | Bronze"", ""1964 Summer | JPN | Japan | balance beam gymnastics women | "", ""1964 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1964 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1964 Summer | JPN | Japan | gymnastics horse vault women | ""]","[""1960 Summer | JPN | Japan | all around gymnastics individual women | ""]","[""1960 Summer | JPN | Japan | all around gymnastics individual women | ""]","[""1956 Summer | JPN |  | all around individual women | "", ""1956 Summer | JPN |  | balance beam women | "", ""1956 Summer | JPN |  | bars uneven women | "", ""1956 Summer | JPN |  | exercise floor women | "", ""1956 Summer | JPN |  | horse vault women | "", ""1956 Summer | JPN | Japan | all around gymnastics individual women | "", ""1956 Summer | JPN | Japan | all around gymnastics team women | "", ""1956 Summer | JPN | Japan | all around team women | "", ""1956 Summer | JPN | Japan | apparatus gymnastics portable team women | "", ""1956 Summer | JPN | Japan | apparatus portable team women | "", ""1956 Summer | JPN | Japan | balance beam gymnastics women | "", ""1956 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1956 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1956 Summer | JPN | Japan | gymnastics horse vault women | "", ""1960 Summer | JPN |  | all around individual women | "", ""1960 Summer | JPN |  | balance beam women | "", ""1960 Summer | JPN |  | bars uneven women | "", ""1960 Summer | JPN |  | exercise floor women | "", ""1960 Summer | JPN |  | horse vault women | "", ""1960 Summer | JPN | Japan | all around gymnastics team women | "", ""1960 Summer | JPN | Japan | all around team women | "", ""1960 Summer | JPN | Japan | balance beam gymnastics women | "", ""1960 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1960 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1960 Summer | JPN | Japan | gymnastics horse vault women | "", ""1964 Summer | JPN |  | all around individual women | "", ""1964 Summer | JPN |  | balance beam women | "", ""1964 Summer | JPN |  | bars uneven women | "", ""1964 Summer | JPN |  | exercise floor women | "", ""1964 Summer | JPN |  | horse vault women | "", ""1964 Summer | JPN | Japan | all around gymnastics individual women | "", ""1964 Summer | JPN | Japan | all around gymnastics team women | Bronze"", ""1964 Summer | JPN | Japan | all around team women | Bronze"", ""1964 Summer | JPN | Japan | balance beam gymnastics women | "", ""1964 Summer | JPN | Japan | bars gymnastics uneven women | "", ""1964 Summer | JPN | Japan | exercise floor gymnastics women | "", ""1964 Summer | JPN | Japan | gymnastics horse vault women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",MULTIPLE,1.0,0.026316,REVIEW,Evidencia insuficiente o más de un candidato plausible para la relación nominal/contextual.,REVIEW
